번호,관리기관명(필수),도로명주소(필수),주소(선택),설치목적구분(필수),위도(필수),경도(필수),카메라 대수(필수),카메라화소수(선택),촬영방면정보(선택),보관일수(선택),설치연월(선택),관리기관전화번호(선택),데이터기준일자(필수),관리번호(임의),카메라명(임의),설치목적구분상세(임의),"개소별
대역폭(임의)",통신망(임의)
136,천안시,,충청남도 천안시 서북구 성거읍 신월리 3-3,,36.878606,127.159416,2,,,,,,,W19P001-14,W19P001-14_1_성거읍 신월리3-3(신월1공원)_PTZ,방범(도시공원),10M,LG
137,천안시,,충청남도 천안시 서북구 직산읍 삼은리 62-1,,36.880137,127.154362,2,,,,,,,W20P007-18,W20P007-18_1_직산읍 삼은리62-1(한도아파트옆테크위),방범(도시공원),10M,KT
138,천안시,,충청남도 천안시 서북구 직산읍 삼은리 62-1,,36.880524,127.156404,2,,,,,,,W20P008-18,W20P008-18_1_직산읍 삼은리62-1(정석아파트-직산청초아파트중간테크위_천안인애학교방향),방범(도시공원),10M,KT
139,천안시,,충청남도 천안시 서북구 직산읍 삼은리 62-1,,36.880643,127.158582,3,,,,,,,W20P009-18,W20P009-18_1_직산읍 삼은리62-1(체육관옆),방범(도시공원),10M,KT
140,천안시,,충청남도 천안시 서북구 직산읍 삼은리 46,,36.882246,127.158715,3,,,,,,,W20P010-18,W20P010-18_1_직산읍 삼은리62-1(축구장밑공원옆),방범(도시공원),10M,KT
141,천안시,,충청남도 천안시 서북구 직산읍 삼은리 510,,36.88282,127.157317,4,,,,,,,W20P011-18,W20P011-18_1_직산읍 삼은리62-1(축구장옆화장실)_PTZ,방범(도시공원),10M,KT
142,천안시,,충청남도 천안시 서북구 직산읍 모시리 274,,36.86742,127.122628,2,,,,,,,W20P017-17,W20P017-17_1_직산읍 모시리274(제5호근린공원),방범(도시공원),10M,LG
143,천안시,,충청남도 천안시 서북구 직산읍 모시리 305,,36.862343,127.120376,3,,,,,,,W20P022-16,W20P022-16_1_직산읍 모시리 305(제2호근린공원1)_PTZ,방범(도시공원),10M,KT
144,천안시,,충청남도 천안시 서북구 직산읍 모시리 305,,36.861727,127.120159,3,,,,,,,W20P023-16,W20P023-16_1_직산읍 모시리305(제2호근린공원2)_PTZ,방범(도시공원),10M,KT
145,천안시,,충청남도 천안시 서북구 직산읍 모시리 292,,36.86079,127.118705,3,,,,,,,W20P024-16,W20P024-16_1_직산읍 모시리292(제2호근린공원3)_PTZ,방범(도시공원),10M,KT
146,천안시,,충청남도 천안시 서북구 직산읍 신갈리 244,,36.862991,127.115371,2,,,,,,,W20P029-16,W20P029-16_1_직산읍 신갈리244(제4호근린공원)_PTZ,방범(도시공원),10M,KT
147,천안시,,충청남도 천안시 서북구 직산읍 군동리 산1-9,,36.904266,127.160857,4,,,,,,,W20P127-15,W20P127-15_1_직산읍 군동리 산 1-9(성환도시자연공원1)_PTZ,방범(도시공원),10M,KT
148,천안시,,충청남도 천안시 서북구 성정동 1039,,36.810535,127.134114,3,,,,,,,W22P002-11,W22P002-11_1_성정동 1039(성정15공원)_PTZ,방범(도시공원),-,CCTV 자가망
149,천안시,,충청남도 천안시 서북구 성정동 694-8,,36.817259,127.141426,4,,,,,,,W22P003-12,W22P003-12_1_성정동 694-2(성정7공원)_PTZ,방범(도시공원),10M,LG
150,천안시,,충청남도 천안시 서북구 성정동 124-22,,36.814699,127.145576,2,,,,,,,W22P005-14,W22P005-14_1_성정동 124-22(한도아파트뒤)_PTZ,방범(도시공원),-,CCTV 자가망
151,천안시,,충청남도 천안시 서북구 와촌동 166-93,,36.8061,127.1428,3,,,,,,,W22P005-20,W22P005-20_1_와촌동 166-93(제 2봉명교 인근)_PTZ,방범(도시공원),10M,KT
152,천안시,,충청남도 천안시 서북구 성정1동 715-21,,36.814722,127.14099,1,,,,,,,W22P006-14,W22P006-14_1_성정동 715-21(성정초등학교)_PTZ,방범(도시공원),-,CCTV 자가망
153,천안시,,충청남도 천안시 서북구 성정동 609-84,,36.8087,127.1425,3,,,,,,,W22P006-20,W22P006-20_1_성정동 609-84(프리마모텔 앞)_PTZ,방범(도시공원),10M,KT
154,천안시,,충청남도 천안시 서북구 성정1동 746-6,,36.810263,127.139747,1,,,,,,,W22P007-14,W22P007-14_1_성정동 746-6(성정장여관)_PTZ,방범(도시공원),-,CCTV 자가망
155,천안시,,충청남도 천안시 서북구 와촌동 106-6,,36.8104,127.1444,4,,,,,,,W22P007-20,W22P007-20_1_와촌동 106-6(와촌교)_PTZ,방범(도시공원),10M,KT
156,천안시,,충청남도 천안시 서북구 와촌동 51-21,,36.811,127.1451,3,,,,,,,W22P008-20,W22P008-20_1_와촌동 51-21(대전자원 앞)_PTZ,방범(도시공원),10M,KT
157,천안시,,충청남도 천안시 서북구 성정동 737-4,,36.813175,127.138032,4,,,,,,,W22P028-16,W22P028-16_1_성정동 737-4(성정10공원)_PTZ,방범(도시공원),-,CCTV 자가망
158,천안시,,충청남도 천안시 서북구 두정동 869,,36.83195,127.136508,4,,,,,,,W23P001-12,W23P001-12_1_두정동 869(두정5공원)_PTZ,방범(도시공원),-,CCTV 자가망
159,천안시,,충청남도 천안시 서북구 성정동 626-8,,36.824868,127.140294,3,,,,,,,W23P002-12,W23P002-12_1_성정동 626-8(성정2공원)_PTZ,방범(도시공원),-,CCTV 자가망
160,천안시,,충청남도 천안시 서북구 성정동 692-1,,36.81951,127.14389,3,,,,,,,W23P003-12,W23P003-12_1_성정동 692-1(성정6공원)_PTZ,방범(도시공원),-,CCTV 자가망
161,천안시,,충청남도 천안시 서북구 성정동 1285,,36.829794,127.140287,3,,,,,,,W23P003-18,W23P003-18_1_성정동 1285(청사공원 프라지움5차방향),방범(도시공원),-,CCTV 자가망
162,천안시,,충청남도 천안시 서북구 성정동 23-3,,36.828044,127.147316,3,,,,,,,W23P003-20,W23P003-20_1_성정동 23-3(두정4공원①)_PTZ,방범(도시공원),10M,KT
163,천안시,,충청남도 천안시 서북구 성정동 707-2,,36.817075,127.137169,4,,,,,,,W23P005-13,W23P005-13_1_성정동 707-2(성정8공원)_PTZ,방범(도시공원),10M,KT
164,천안시,,충청남도 천안시 서북구 성정동 23-3,,36.827597,127.147112,3,,,,,,,W23P004-20,W23P004-20_1_성정동 23-3(두정4공원②)_PTZ,방범(도시공원),10M,KT
165,천안시,,충청남도 천안시 서북구 성정동 1137,,36.829761,127.134035,4,,,,,,,W23P006-13,W23P006-13_1_성정동 1137(두정7공원)_PTZ,방범(도시공원),-,CCTV 자가망
166,천안시,,충청남도 천안시 서북구 성정동 1180,,36.827594,127.135661,4,,,,,,,W23P007-12,W23P007-12_1_성정동 1180(성정18공원)_PTZ,방범(도시공원),-,CCTV 자가망
167,천안시,,충청남도 천안시 서북구 성정동 1285,,36.828764,127.139229,4,,,,,,,W23P008-13,W23P008-13_1_성정동 1285(청사공원)_PTZ,방범(도시공원),-,CCTV 자가망
168,천안시,,충청남도 천안시 서북구 성정동 637,,36.824661,127.14696,4,,,,,,,W23P009-13,W23P009-13_1_성정동 637(성정1공원)_PTZ,방범(도시공원),-,CCTV 자가망
169,천안시,,충청남도 천안시 서북구 성정동 657-3,,36.822357,127.14093,3,,,,,,,W23P010-12,W23P010-12_1_성정동 657-3(성정4공원)_PTZ,방범(도시공원),-,CCTV 자가망
170,천안시,,충청남도 천안시 서북구 성정동 844,,36.821354,127.134576,3,,,,,,,W23P011-11,W23P011-11_1_성정동 844(성정13공원)_PTZ,방범(도시공원),-,CCTV 자가망
171,천안시,,충청남도 천안시 서북구 성정동 646-2,,36.823286,127.138098,1,,,,,,,W23P012-14,W23P012-14_1_성정동 646-2(성정청소년문화의집 앞)_PTZ,방범(도시공원),-,CCTV 자가망
172,천안시,,충청남도 천안시 서북구 성정동 673-6,,36.820668,127.137767,3,,,,,,,W23P013-14,W23P013-14_1_성정동 673-6(보건소뒤)_PTZ,방범(도시공원),-,CCTV 자가망
173,천안시,,충청남도 천안시 서북구 성정동 436-10,,36.824554,127.135073,2,,,,,,,W23P014-14,W23P014-14_1_성정동 436-10(현대아파트옆)_PTZ,방범(도시공원),-,CCTV 자가망
174,천안시,,충청남도 천안시 서북구 성정동 955,,36.819762,127.132471,3,,,,,,,W23P015-14,W23P015-14_1_성정동 955(큰사랑 요양병원 옆)_PTZ,방범(도시공원),-,CCTV 자가망
175,천안시,,충청남도 천안시 서북구 성정동 1285,,36.829764,127.140101,3,,,,,,,W23P031-16,W23P031-16_1_성정동 1285(청사공원)_PTZ,방범(도시공원),-,CCTV 자가망
176,천안시,,충청남도 천안시 동남구 쌍용동 551-4,,36.803209,127.133309,4,,,,,,,W24P001-13,W24P001-13_1_쌍용동 551-4(쌍용1공원)_PTZ,방범(도시공원),-,CCTV 자가망
177,천안시,,충청남도 천안시 서북구 쌍용동 992,,36.804667,127.131105,4,,,,,,,W24P002-13,W24P002-13_1_쌍용동 992(쌍용2공원)_PTZ,방범(도시공원),-,CCTV 자가망
178,천안시,,충청남도 천안시 서북구 쌍용동 1188,,36.80164,127.129596,2,,,,,,,W24P003-12,W24P003-12_1_쌍용동 1188(쌍용3공원_쌍용신성2단지아파트방향),방범(도시공원),-,CCTV 자가망
179,천안시,,충청남도 천안시 서북구 쌍용동 890,,36.80696,127.130052,3,,,,,,,W24P004-12,W24P004-12_1_쌍용동 890(쌍용5공원)_PTZ,방범(도시공원),-,CCTV 자가망
180,천안시,,충청남도 천안시 서북구 쌍용동 847,,36.808334,127.132004,3,,,,,,,W24P005-12,W24P005-12_1_쌍용동 847(봉명4공원)_PTZ,방범(도시공원),-,CCTV 자가망
181,천안시,,충청남도 천안시 서북구 쌍용동 1234,,36.800626,127.127321,3,,,,,,,W24P006-13,W24P006-13_1_쌍용동 1234(쌍용7공원)_PTZ,방범(도시공원),-,CCTV 자가망
182,천안시,,충청남도 천안시 서북구 쌍용동 1408,,36.800247,127.119767,3,,,,,,,W24P007-12,W24P007-12_1_쌍용동 1408(쌍용13공원)_PTZ,방범(도시공원),-,CCTV 자가망
183,천안시,,충청남도 천안시 서북구 쌍용1동 1133,,36.802696,127.128356,4,,,,,,,W24P008-13,W24P008-13_1_쌍용동 1133(쌍용6공원)_PTZ,방범(도시공원),-,CCTV 자가망
184,천안시,,충청남도 천안시 서북구 쌍용1동 388-18,,36.795429,127.130875,2,,,,,,,W24P009-14,W24P009-14_1_쌍용동 388-18(현대3차앞)_PTZ,방범(도시공원),10M,KT
185,천안시,,충청남도 천안시 서북구 쌍용동 산85,,36.810945,127.129683,3,,,,,,,W24P010-14,W24P010-14_1_쌍용동 산85(쌍용공원1)_PTZ,방범(도시공원),-,CCTV 자가망
186,천안시,,충청남도 천안시 서북구 쌍용동 산86,,36.809975,127.130253,3,,,,,,,W24P011-14,W24P011-14_1_쌍용동 산86(쌍용공원2)_PTZ,방범(도시공원),-,CCTV 자가망
187,천안시,,충청남도 천안시 서북구 쌍용동 산85,,36.812281,127.130303,3,,,,,,,W24P012-14,W24P012-14_1_쌍용동 산85(쌍용공원3)_PTZ,방범(도시공원),-,CCTV 자가망
188,천안시,,충청남도 천안시 서북구 쌍용동 656,,36.798009,127.121317,4,,,,,,,W25P001-13,W25P001-13_1_쌍용동 656(쌍용19공원)_PTZ,방범(도시공원),-,CCTV 자가망
189,천안시,,충청남도 천안시 서북구 쌍용동 1551,,36.796754,127.114486,3,,,,,,,W25P002-13,W25P002-13_1_쌍용동 1551(월봉공원)_PTZ,방범(도시공원),-,CCTV 자가망
190,천안시,,충청남도 천안시 서북구 쌍용동 1563,,36.793071,127.117353,3,,,,,,,W25P003-12,W25P003-12_1_쌍용동 1563(방아다리공원)_PTZ,방범(도시공원),-,CCTV 자가망
191,천안시,,충청남도 천안시 서북구 쌍용동 1563,,36.792973,127.119161,3,,,,,,,W25P004-11,W25P004-11_1_쌍용동 1563(방아다리공원근처)_PTZ,방범(도시공원),10M,LG
192,천안시,,충청남도 천안시 서북구 쌍용동 1589,,36.791775,127.115057,4,,,,,,,W25P005-13,W25P005-13_1_쌍용동 1589(쌍용18공원)_PTZ,방범(도시공원),-,CCTV 자가망
193,천안시,,충청남도 천안시 서북구 쌍용동 1523,,36.797842,127.118829,2,,,,,,,W25P006-14,W25P006-14_1_쌍용동 1523(별난버섯집앞)_PTZ,방범(도시공원),-,CCTV 자가망
194,천안시,,충청남도 천안시 서북구 쌍용동 1867,,36.788926,127.115622,2,,,,,,,W25P007-14,W25P007-14_1_쌍용동 1867(유한유치원 앞 공원_쌍용자이아파트방향),방범(도시공원),-,CCTV 자가망
195,천안시,,충청남도 천안시 서북구 쌍용동 619,,36.795557,127.124092,2,,,,,,,W25P008-14,W25P008-14_1_쌍용동 619(서부교회)_PTZ,방범(도시공원),-,CCTV 자가망
196,천안시,,충청남도 천안시 서북구 쌍용동 2101,,36.810276,127.121505,3,,,,,,,W25P008-16,W25P008-16_1_쌍용동 2101(쌍용29공원)_PTZ,방범(도시공원),10M,KT
197,천안시,,충청남도 천안시 서북구 쌍용동 2046-4,,36.789536,127.123653,1,,,,,,,W25P009-14,W25P009-14_1_쌍용동 2046-4(수곡초등학교앞)_PTZ,방범(도시공원),10M,KT
198,천안시,,충청남도 천안시 서북구 쌍용동 2095,,36.786543,127.116818,2,,,,,,,W25P010-14,W25P010-14_1_쌍용동 2095(쌍용10공원_천안쌍정초등학교방향),방범(도시공원),-,CCTV 자가망
199,천안시,,충청남도 천안시 서북구 쌍용동 1617,,36.791998,127.118148,2,,,,,,,W25P011-14,W25P011-14_1_쌍용동 1617(쌍용16공원_천안쌍용고등학교방향),방범(도시공원),-,CCTV 자가망
200,천안시,,충청남도 천안시 서북구 쌍용동 121-17,,36.799985,127.114667,3,,,,,,,W25P012-16,W25P012-16_1_쌍용동 121-17(월봉도시자연공원1)_PTZ,방범(도시공원),-,CCTV 자가망
201,천안시,,충청남도 천안시 서북구 쌍용동 463-4,,36.79527,127.11372,3,,,,,,,W25P013-16,W25P013-16_1_쌍용동 463-4(월봉도시자연공원2)_PTZ,방범(도시공원),-,CCTV 자가망
202,천안시,,충청남도 천안시 서북구 쌍용동 502-14,,36.788834,127.113741,3,,,,,,,W25P014-16,W25P014-16_1_쌍용동502-14(월봉도시자연공원3)_PTZ,방범(도시공원),-,CCTV 자가망
203,천안시,,충청남도 천안시 서북구 쌍용동 1280,,36.802643,127.12385,4,,,,,,,W26P002-13,W26P002-13_1_쌍용동 1280(쌍용8공원)_PTZ,방범(도시공원),-,CCTV 자가망
204,천안시,,충청남도 천안시 서북구 쌍용동 1291,,36.801553,127.125568,2,,,,,,,W26P003-14,W26P003-14_1_쌍용동 1291(주공7단지3차)_PTZ,방범(도시공원),-,CCTV 자가망
205,천안시,,충청남도 천안시 서북구 쌍용동 1924,,36.801411,127.118315,2,,,,,,,W26P004-14,W26P004-14_1_쌍용동 1924(용암하나은행앞)_PTZ,방범(도시공원),-,CCTV 자가망
206,천안시,,충청남도 천안시 서북구 쌍용동 1926,,36.80392,127.119722,2,,,,,,,W26P005-14,W26P005-14_1_쌍용동 1926(쌍용중옆)_PTZ,방범(도시공원),-,CCTV 자가망
207,천안시,,충청남도 천안시 서북구 쌍용동 1916,,36.80446,127.121032,3,,,,,,,W26P006-14,W26P006-14_1_쌍용동 1916(주공9단지앞)_PTZ,방범(도시공원),-,CCTV 자가망
208,천안시,,충청남도 천안시 서북구 쌍용동 1919,,36.806502,127.119144,3,,,,,,,W26P007-14,W26P007-14_1_쌍용동 1919(주공10단지앞)_PTZ,방범(도시공원),-,CCTV 자가망
209,천안시,,충청남도 천안시 서북구 쌍용동 2102,,36.807662,127.118342,3,,,,,,,W26P008-14,W26P008-14_1_쌍용동 2102(동일아파트앞)_PTZ,방범(도시공원),-,CCTV 자가망
210,천안시,,충청남도 천안시 서북구 쌍용동 2106,,36.807401,127.119335,4,,,,,,,W26P009-14,W26P009-14_1_쌍용동 2106(쌍용29공원)_PTZ,방범(도시공원),-,CCTV 자가망
211,천안시,,충청남도 천안시 서북구 쌍용동 1563,,36.792839,127.118013,2,,,,,,,W26P010-14,W26P010-14_1_쌍용동 1563(쌍용4공원)_PTZ,방범(도시공원),-,CCTV 자가망
212,천안시,,충청남도 천안시 서북구 쌍용동 산12-1,,36.8071,127.117306,2,,,,,,,W26P011-14,W26P011-14_1_쌍용동 산12-1(봉서산도시자연구역1_천안종합운동장방향),방범(도시공원),-,CCTV 자가망
213,천안시,,충청남도 천안시 서북구 쌍용동 1358,,36.803883,127.122442,3,,,,,,,W26P012-14,W26P012-14_1_쌍용동 1358(봉서산도시자연구역2),방범(도시공원),-,CCTV 자가망
214,천안시,,충청남도 천안시 서북구 쌍용동 315-10,,36.811776,127.128561,3,,,,,,,W26P013-14,W26P013-14_1_쌍용동 315-10(봉서산도시자연구역3),방범(도시공원),-,CCTV 자가망
215,천안시,,충청남도 천안시 서북구 쌍용동 313-12,,36.810386,127.127316,2,,,,,,,W26P024-17,W26P024-17_1_쌍용동 313-12(봉서산공원등산로)_PTZ,방범(도시공원),10M,LG
216,천안시,,충청남도 천안시 서북구 백석동 771,,36.823835,127.126318,7,,,,,,,W27C018-13,W27C018-13_1_백석동 771(56호공원)_PTZ,방범(도시공원),10M,KT
217,천안시,,충청남도 천안시 서북구 백석동 911,,36.818526,127.119383,2,,,,,,,W27P002-14,W27P002-14_1_백석동 911(51호공원)_PTZ,방범(도시공원),10M,KT
218,천안시,,충청남도 천안시 서북구 백석동 916,,36.82128,127.120128,2,,,,,,,W27P003-14,W27P003-14_1_백석동 916(53호공원)_PTZ,방범(도시공원),10M,KT
219,천안시,,충청남도 천안시 서북구 백석동 895,,36.82075,127.122213,3,,,,,,,W27P004-14,W27P004-14_1_백석동 895(54호공원)_PTZ,방범(도시공원),10M,LG
220,천안시,,충청남도 천안시 서북구 백석동 833,,36.821992,127.127692,2,,,,,,,W27P005-14,W27P005-14_1_백석동 833(55호공원)_PTZ,방범(도시공원),10M,LG
221,천안시,,충청남도 천안시 서북구 백석동 1071,,36.836428,127.12166,2,,,,,,,W27P006-14,W27P006-14_1_백석동 1071(유통단지공원),방범(도시공원),10M,LG
222,천안시,,충청남도 천안시 서북구 백석동 931,,36.828018,127.116545,2,,,,,,,W27P007-14,W27P007-14_1_백석동 931(백석1공원)_PTZ,방범(도시공원),-,CCTV 자가망
223,천안시,,충청남도 천안시 서북구 백석동 948,,36.831049,127.12457,2,,,,,,,W27P008-14,W27P008-14_1_백석동 948(백석9공원)_PTZ,방범(도시공원),-,CCTV 자가망
224,천안시,,충청남도 천안시 서북구 백석동 999,,36.82877,127.121597,1,,,,,,,W27P009-14,W27P009-14_1_백석동 999(환서공원)_PTZ,방범(도시공원),-,CCTV 자가망
225,천안시,,충청남도 천안시 서북구 백석동 1012,,36.831129,127.121553,2,,,,,,,W27P010-14,W27P010-14_1_백석동 1012(새가라공원)_PTZ,방범(도시공원),10M,KT
226,천안시,,충청남도 천안시 서북구 백석동 194-4,,36.821367,127.126192,3,,,,,,,W27P011-19,W27P011-19_1_백성동 194-4(백석산림공원)_PTZ,방범(도시공원),10M,KT
227,천안시,,충청남도 천안시 서북구 백석동 1002,,36.827469,127.123494,3,,,,,,,W27P016-17,W27P016-17_1_백석동 1002(초록공원)_PTZ,방범(도시공원),-,CCTV 자가망
228,천안시,,충청남도 천안시 서북구 백석동 1071,,36.837228,127.123472,2,,,,,,,W27P018-17,W27P018-17_1_백석동 1071(유통단지공원생태통로)_PTZ,방범(도시공원),10M,LG
229,천안시,,충청남도 천안시 서북구 백석동 899,,36.818574,127.121226,3,,,,,,,W27P019-16,W27P019-16_1_백석동 899(백석2공원)_PTZ,방범(도시공원),10M,KT
230,천안시,,충청남도 천안시 서북구 백석동 223-3,,36.81619,127.122678,3,,,,,,,W27P020-16,W27P020-16_1_백석동 223-3(봉서산공원약수터)_PTZ,방범(도시공원),10M,KT
231,천안시,,충청남도 천안시 서북구 백석동 122,,36.826285,127.1212,2,,,,,,,W27P130-15,W27P130-15_1_백석동 122(백석수변공원1)_PTZ,방범(도시공원),10M,KT
232,천안시,,충청남도 천안시 서북구 백석동 122,,36.826107,127.119714,1,,,,,,,W27P131-15,W27P131-15_1_백석동 122(백석수변공원2)_PTZ,방범(도시공원),10M,KT
233,천안시,,충청남도 천안시 서북구 백석동 122,,36.826589,127.120822,2,,,,,,,W27P132-15,W27P132-15_1_백석동 122(백석수변공원3),방범(도시공원),10M,KT
234,천안시,,충청남도 천안시 서북구 불당동 859,,36.805718,127.107916,4,,,,,,,W28P001-12,W28P001-12_1_불당동 859(천변공원)_PTZ,방범(도시공원),10M,LG
235,천안시,,충청남도 천안시 서북구 불당동 30,,36.81702,127.114659,4,,,,,,,W28P001-20,W28P001-20_1_불당동 30(시민의 숲)_PTZ,방범(도시공원),10M,KT
236,천안시,,충청남도 천안시 서북구 불당동 1409,,36.798987,127.106792,1,,,,,,,W28P002-14,W28P002-14_1_불당동 1409(불당1공원)_PTZ,방범(도시공원),10M,KT
